cotacaoCompra,cotacaoVenda,dataHoraCotacao
"3,2592","3,2598",2018-02-22 13:11:24.12
"3,2411","3,2417",2018-02-23 13:08:49.928
"3,2345","3,2351",2018-02-26 13:10:57.912
"3,2377","3,2383",2018-02-27 13:11:48.675
"3,2443","3,2449",2018-02-28 13:03:18.868
"3,2614","3,262",2018-03-01 13:08:46.872
"3,2608","3,2614",2018-03-02 13:11:44.793
"3,2576","3,2582",2018-03-05 13:05:07.476
"3,224","3,2246",2018-03-06 13:11:55.605
"3,2312","3,2318",2018-03-07 13:04:49.215
"3,2512","3,2518",2018-03-08 13:11:32.961
"3,249","3,2496",2018-03-09 13:03:23.451
"3,26","3,2606",2018-03-12 13:07:43.882
"3,2486","3,2492",2018-03-13 13:11:46.012
"3,2578","3,2584",2018-03-14 13:11:37.391
"3,2853","3,2859",2018-03-15 13:08:48.179
"3,2899","3,2905",2018-03-16 13:14:28.123
"3,2905","3,2911",2018-03-19 13:05:15.219
"3,2975","3,2981",2018-03-20 13:06:10.733
"3,2915","3,2921",2018-03-21 13:08:26.719
"3,3027","3,3033",2018-03-22 13:11:09.36
"3,3035","3,3041",2018-03-23 13:06:01.35
"3,3028","3,3034",2018-03-26 13:09:11.34
"3,325","3,3256",2018-03-27 13:04:04.87
"3,3374","3,338",2018-03-28 13:07:49.314
"3,3232","3,3238",2018-03-29 13:08:53.155
"3,3098","3,3104",2018-04-02 13:05:44.664
"3,3133","3,3139",2018-04-03 13:06:18.961
"3,3532","3,3538",2018-04-04 13:11:00.623
"3,319","3,3196",2018-04-05 13:04:54.276
"3,366","3,3666",2018-04-06 13:03:40.998
"3,3897","3,3903",2018-04-09 13:07:34.706
"3,4189","3,4195",2018-04-10 13:06:41.132
"3,4046","3,4052",2018-04-11 13:09:34.926
"3,3852","3,3858",2018-04-12 13:08:38.272
"3,4099","3,4105",2018-04-13 13:10:52.009
"3,4257","3,4263",2018-04-16 13:11:36.418
"3,4035","3,4041",2018-04-17 13:08:50.53
"3,3838","3,3844",2018-04-18 13:08:17.142
"3,3971","3,3977",2018-04-19 13:10:38.112
"3,4096","3,4101",2018-04-20 13:11:24.499
"3,4415","3,4421",2018-04-23 13:08:37.681
"3,4661","3,4667",2018-04-24 13:02:44.008
"3,5034","3,504",2018-04-25 13:10:43.392
"3,4971","3,4977",2018-04-26 13:05:59.455
"3,467","3,4676",2018-04-27 13:04:44.825
"3,4805","3,4811",2018-04-30 13:17:27.325
"3,5418","3,5424",2018-05-02 13:08:57.731
"3,5478","3,5484",2018-05-03 13:07:47.221
"3,5302","3,5308",2018-05-04 13:05:37.947
"3,5452","3,5458",2018-05-07 13:05:39.629
"3,5782","3,5788",2018-05-08 13:06:03.36
"3,5937","3,5943",2018-05-09 13:07:43.791
"3,5561","3,5566",2018-05-10 13:04:45.487
"3,571","3,5716",2018-05-11 13:03:05.347
"3,6091","3,6097",2018-05-14 13:07:48.251
"3,6747","3,6753",2018-05-15 13:10:41.111
"3,6797","3,6803",2018-05-16 13:07:02.298
"3,6868","3,6874",2018-05-17 13:09:31.425
"3,7497","3,7503",2018-05-18 13:12:15.643
"3,7066","3,7072",2018-05-21 13:09:07.719
"3,6496","3,6502",2018-05-22 13:06:52.938
"3,6501","3,6507",2018-05-23 13:04:41.926
"3,643","3,6436",2018-05-24 13:09:05.218
"3,6581","3,6587",2018-05-25 13:03:28.127
"3,7086","3,7092",2018-05-28 13:05:32.428
"3,7283","3,7289",2018-05-29 13:11:25.051
"3,7364","3,737",2018-05-30 13:07:14.135
"3,7407","3,7413",2018-06-01 13:11:09.438
"3,7418","3,7424",2018-06-04 13:06:45.241
"3,7746","3,7752",2018-06-05 13:05:48.233
"3,8187","3,8193",2018-06-06 13:11:04.605
"3,8994","3,9",2018-06-07 13:06:42.832
"3,7853","3,7859",2018-06-08 13:03:33.751
"3,6907","3,6913",2018-06-11 13:10:07.939
"3,7038","3,7044",2018-06-12 13:05:43.258
"3,7048","3,7054",2018-06-13 13:09:50.387
"3,7051","3,7057",2018-06-14 13:07:40.823
"3,7732","3,7738",2018-06-15 13:10:44.243
"3,7537","3,7543",2018-06-18 13:16:56.041
"3,756","3,7566",2018-06-19 13:08:33.87
"3,7329","3,7335",2018-06-20 13:02:39.858
"3,7888","3,7894",2018-06-21 13:12:39.986
"3,7657","3,7663",2018-06-22 13:05:00.161
"3,7754","3,776",2018-06-25 13:11:51.714
"3,7715","3,7721",2018-06-26 13:08:44.171
"3,8352","3,8358",2018-06-27 13:11:08.676
"3,8515","3,8521",2018-06-28 13:09:41.491
"3,8552","3,8558",2018-06-29 13:06:05.757
"3,9049","3,9055",2018-07-02 13:07:52.332
"3,8914","3,892",2018-07-03 13:05:39.222
"3,9052","3,9058",2018-07-04 13:06:42.67
"3,9186","3,9192",2018-07-05 13:06:52.401
"3,9258","3,9264",2018-07-06 13:09:44.887
"3,868","3,8692",2018-07-09 13:09:10.952
"3,8446","3,8452",2018-07-10 13:04:31.064
"3,8411","3,8417",2018-07-11 13:11:53.869
"3,8558","3,8564",2018-07-12 13:10:41.474
"3,8739","3,8745",2018-07-13 13:05:33.15
"3,8573","3,8579",2018-07-16 13:03:24.854
"3,8665","3,8671",2018-07-17 13:06:37.54
"3,8468","3,8474",2018-07-18 13:11:44.921
"3,8841","3,8847",2018-07-19 13:02:59.77
"3,7787","3,7793",2018-07-20 13:09:32.135
"3,7909","3,7915",2018-07-23 13:02:38.842
"3,7453","3,7459",2018-07-24 13:09:40.168
"3,7114","3,712",2018-07-25 13:02:39.967
"3,7237","3,7243",2018-07-26 13:09:45.897
"3,7158","3,7164",2018-07-27 13:04:40.24
"3,7149","3,7155",2018-07-30 13:04:31.425
"3,7543","3,7549",2018-07-31 13:02:50.812
"3,7485","3,7491",2018-08-01 13:06:46.973
"3,7639","3,7645",2018-08-02 13:03:31.391
"3,7195","3,7201",2018-08-03 13:03:16.446
"3,7208","3,7214",2018-08-06 13:08:35.35
"3,7112","3,7118",2018-08-07 13:09:41.503
"3,7513","3,7519",2018-08-08 13:07:39.715
"3,8024","3,803",2018-08-09 13:06:55.349
"3,8466","3,8472",2018-08-10 13:10:35.458
"3,8982","3,8988",2018-08-13 13:07:54.063
"3,8806","3,8812",2018-08-14 13:05:41.66
"3,9128","3,9134",2018-08-15 13:09:36.449
"3,8804","3,881",2018-08-16 13:08:05.268
"3,9383","3,9389",2018-08-17 13:10:45.204
"3,9424","3,943",2018-08-20 13:02:32.461
"3,9867","3,9873",2018-08-21 13:10:49.318
"4,0734","4,074",2018-08-22 13:08:55.232
"4,0721","4,0727",2018-08-23 13:03:04.364
"4,0848","4,0854",2018-08-24 13:05:29.537
"4,0681","4,0687",2018-08-27 13:11:29.584
"4,1186","4,1192",2018-08-28 13:09:34.1
"4,1347","4,1353",2018-08-29 13:11:37.447
"4,1806","4,1812",2018-08-30 13:05:45.618
"4,1347","4,1353",2018-08-31 13:06:41.825
"4,1273","4,1279",2018-09-03 13:06:59.164
"4,1646","4,1652",2018-09-04 13:06:48.156
"4,1603","4,1609",2018-09-05 13:11:36.532
"4,1454","4,146",2018-09-06 13:06:29.827
"4,1001","4,1007",2018-09-10 13:05:36.914
"4,1635","4,1641",2018-09-11 13:06:44.643
"4,1253","4,1259",2018-09-12 13:07:02.929
"4,1631","4,1637",2018-09-13 13:11:59.661
"4,1873","4,1879",2018-09-14 13:04:41.353
"4,1689","4,1695",2018-09-17 13:05:53.383
"4,1363","4,1369",2018-09-18 13:07:41.609
"4,1345","4,1351",2018-09-19 13:04:39.576
"4,0991","4,0997",2018-09-20 13:08:02.922
"4,0722","4,0728",2018-09-21 13:11:48.093
"4,0588","4,0594",2018-09-24 13:08:22.123
"4,128","4,1286",2018-09-25 13:08:42.299
"4,0564","4,057",2018-09-26 13:11:54.282
"4,0086","4,0092",2018-09-27 13:04:58.956
"4,0033","4,0039",2018-09-28 13:07:34.405
"4,0267","4,0273",2018-10-01 13:07:35.553
"3,9499","3,9505",2018-10-02 13:07:29.213
"3,8536","3,8542",2018-10-03 13:08:47.363
"3,9041","3,9047",2018-10-04 13:11:46.908
"3,8693","3,8699",2018-10-05 13:07:46.523
"3,7582","3,7588",2018-10-08 13:06:51.493
"3,7385","3,7391",2018-10-09 13:09:38.942
"3,7504","3,751",2018-10-10 13:10:39.324
"3,7454","3,746",2018-10-11 13:11:47.128
"3,7326","3,7332",2018-10-15 13:06:02.256
"3,7073","3,7079",2018-10-16 13:03:44.349
"3,7002","3,7008",2018-10-17 13:04:38.631
"3,6957","3,6963",2018-10-18 13:10:50.726
"3,7073","3,7079",2018-10-19 13:03:52.099
"3,6897","3,6903",2018-10-22 13:04:36.909
"3,7074","3,708",2018-10-23 13:04:41.439
"3,7054","3,706",2018-10-24 13:02:32.642
"3,7008","3,7014",2018-10-25 13:04:49.424
"3,6746","3,6753",2018-10-26 13:06:35.358
"3,6362","3,6368",2018-10-29 13:05:31.48
"3,7013","3,7019",2018-10-30 13:11:49.725
"3,7171","3,7177",2018-10-31 13:05:55.406
"3,6968","3,6973",2018-11-01 13:12:13.654
"3,7042","3,7048",2018-11-05 13:12:48.801
"3,7486","3,7492",2018-11-06 13:13:20.28
"3,7586","3,7592",2018-11-07 13:11:33.562
"3,7385","3,7391",2018-11-08 13:10:58.479
"3,75","3,7506",2018-11-09 13:02:40.624
"3,7472","3,7478",2018-11-12 13:02:35.562
"3,7786","3,7792",2018-11-13 13:05:09.663
"3,7918","3,7924",2018-11-14 13:02:50.623
"3,7519","3,7525",2018-11-16 13:11:36.848
"3,7547","3,7553",2018-11-19 13:06:48.431
"3,7574","3,7591",2018-11-20 13:08:52.909
"3,7866","3,7872",2018-11-21 13:02:51.548
"3,8097","3,8103",2018-11-22 13:03:42.264
"3,8075","3,8081",2018-11-23 13:03:14.597
"3,8649","3,8655",2018-11-26 13:11:48.575
"3,8919","3,8925",2018-11-27 13:09:42.909
"3,8625","3,8631",2018-11-28 13:03:49.897
"3,8562","3,8568",2018-11-29 13:07:17.073
"3,8627","3,8633",2018-11-30 13:09:33.031
"3,8279","3,8285",2018-12-03 13:12:23.744
"3,8307","3,8313",2018-12-04 13:07:53.025
"3,8555","3,8561",2018-12-05 13:12:37.559
"3,9172","3,9178",2018-12-06 13:09:35.517
"3,8958","3,8964",2018-12-07 13:10:35.035
"3,9104","3,911",2018-12-10 13:09:51.141
"3,9007","3,9013",2018-12-11 13:09:47.641
"3,8623","3,8629",2018-12-12 13:04:48.141
"3,8784","3,879",2018-12-13 13:05:17.189
"3,9084","3,909",2018-12-14 13:06:56.641
"3,9115","3,9121",2018-12-17 13:08:43.268
"3,8991","3,8997",2018-12-18 13:11:50.052
"3,8901","3,8907",2018-12-19 13:04:57.292
"3,8437","3,8443",2018-12-20 13:03:35.898
"3,8665","3,8671",2018-12-21 13:07:13.892
"3,8839","3,8855",2018-12-24 11:05:11.875
"3,9252","3,9258",2018-12-26 13:05:34.012
"3,9324","3,933",2018-12-27 13:07:19.149
"3,8742","3,8748",2018-12-28 13:03:50.793
"3,8742","3,8748",2018-12-31 11:04:06.627
"3,8589","3,8595",2019-01-02 13:04:46.568
"3,7677","3,7683",2019-01-03 13:04:50.817
"3,7621","3,7627",2019-01-04 13:06:29.332
"3,7056","3,7062",2019-01-07 13:09:39.652
"3,7202","3,7208",2019-01-08 13:09:06.45
"3,6925","3,6931",2019-01-09 13:22:28.243
"3,6863","3,6869",2019-01-10 13:03:05.634
"3,7135","3,7141",2019-01-11 13:09:51.933
"3,7255","3,726",2019-01-14 13:07:34.594
"3,7043","3,7049",2019-01-15 13:13:35.572
"3,7191","3,7197",2019-01-16 13:07:34.226
"3,7585","3,7591",2019-01-17 13:11:05.484
"3,748","3,7486",2019-01-18 13:10:12.53
"3,7699","3,7705",2019-01-21 13:05:38.72
"3,7609","3,7615",2019-01-22 13:11:32.497
"3,7988","3,7994",2019-01-23 13:07:25.966
"3,7809","3,7815",2019-01-24 13:08:47.398
"3,7613","3,7626",2019-01-25 13:05:43.204
"3,767","3,7676",2019-01-28 13:08:36.868
"3,7364","3,737",2019-01-29 13:19:36.769
"3,7145","3,7151",2019-01-30 13:08:47.599
"3,6513","3,6519",2019-01-31 13:02:55.88
"3,6688","3,6694",2019-02-01 13:09:03.898
"3,675","3,6756",2019-02-04 13:11:36.952
"3,6735","3,6741",2019-02-05 13:10:43.043
"3,7013","3,7019",2019-02-06 13:11:47.946
"3,7187","3,7193",2019-02-07 13:12:02.413
"3,7178","3,7184",2019-02-08 13:03:36.561
"3,7385","3,7391",2019-02-11 13:10:41.426
"3,729","3,7296",2019-02-12 13:09:34.609
"3,7271","3,7277",2019-02-13 13:06:42.606
"3,775","3,7756",2019-02-14 13:07:55.499
"3,7149","3,7155",2019-02-15 13:03:29.581
"3,731","3,7316",2019-02-18 13:10:48.574
"3,72","3,7206",2019-02-19 13:09:51.281
"3,7094","3,71",2019-02-20 13:10:38.213
"3,7589","3,7595",2019-02-21 13:11:30.917
"3,7424","3,743",2019-02-22 13:04:45.851
"3,7279","3,7285",2019-02-25 13:04:32.81
"3,7589","3,7595",2019-02-26 13:02:36.426
"3,7345","3,7351",2019-02-27 13:10:37.626
"3,7379","3,7385",2019-02-28 13:07:41.798
"3,7826","3,7832",2019-03-01 13:25:14.449
"3,8297","3,8303",2019-03-06 15:41:49.299
"3,8481","3,8487",2019-03-07 13:10:11.6
"3,8672","3,8678",2019-03-08 13:02:35.458
"3,8455","3,8461",2019-03-11 13:05:37.826
"3,8123","3,8129",2019-03-12 13:02:32.417
"3,8259","3,8265",2019-03-13 13:07:32.528
"3,8321","3,8327",2019-03-14 13:04:49.965
"3,8338","3,8344",2019-03-15 13:08:41.666
"3,8105","3,8111",2019-03-18 13:10:41.916
"3,7756","3,7762",2019-03-19 13:06:32.31
"3,7891","3,7897",2019-03-20 13:08:41.147
"3,7961","3,7967",2019-03-21 13:04:01.75
"3,8809","3,8815",2019-03-22 13:03:37.9
"3,8764","3,877",2019-03-25 13:05:19.849
"3,864","3,8646",2019-03-26 13:10:30.521
"3,9383","3,9389",2019-03-27 13:04:31.363
"3,9676","3,9682",2019-03-28 13:05:48.911
"3,8961","3,8967",2019-03-29 13:05:04.372
"3,8676","3,8682",2019-04-01 13:11:37.13
"3,8655","3,8661",2019-04-02 13:06:40.208
"3,843","3,8436",2019-04-03 13:08:42.683
"3,8707","3,8713",2019-04-04 13:04:33.916
"3,8616","3,8622",2019-04-05 13:10:41.534
"3,8652","3,8658",2019-04-08 13:02:58.414
"3,8557","3,8563",2019-04-09 13:02:35.147
"3,8339","3,8345",2019-04-10 13:04:52.338
"3,8393","3,8399",2019-04-11 13:07:38.923
"3,8679","3,8685",2019-04-12 13:09:35.193
"3,8724","3,873",2019-04-15 13:04:48.792
"3,8907","3,8913",2019-04-16 13:11:50.933
"3,9219","3,9225",2019-04-17 13:06:34.829
"3,9364","3,937",2019-04-18 13:09:54.238
"3,9224","3,923",2019-04-22 13:09:34.804
"3,943","3,9436",2019-04-23 13:08:45.722
"3,9624","3,963",2019-04-24 13:03:31.357
"3,9719","3,9725",2019-04-25 13:10:33.168
"3,9347","3,9353",2019-04-26 13:11:30.05
"3,9358","3,9364",2019-04-29 13:10:45.166
"3,9447","3,9453",2019-04-30 13:07:21.358
"3,9644","3,965",2019-05-02 13:10:38.779
"3,9382","3,9388",2019-05-03 13:06:41.703
"3,9618","3,9624",2019-05-06 13:02:47.408
"3,9874","3,988",2019-05-07 13:04:57.805
"3,9338","3,9344",2019-05-08 13:02:48.453
"3,9667","3,9673",2019-05-09 13:04:00.938
"3,9572","3,9578",2019-05-10 13:08:45.718
"3,9884","3,989",2019-05-13 13:05:59.645
"3,9782","3,9788",2019-05-14 13:07:54.868
"4,0025","4,0031",2019-05-15 13:07:16.383
"4,0132","4,0138",2019-05-16 13:05:48.101
"4,0838","4,0844",2019-05-17 13:05:10.265
"4,105","4,1056",2019-05-20 13:11:37.033
"4,0804","4,081",2019-05-21 13:02:43.126
"4,0222","4,0228",2019-05-22 13:10:44.437
"4,0507","4,0513",2019-05-23 13:09:33.448
"4,0316","4,0322",2019-05-24 13:07:38.702
"4,0204","4,021",2019-05-27 13:04:34.755
"4,0269","4,0275",2019-05-28 13:03:31.23
"3,9959","3,9965",2019-05-29 13:11:02.403
"3,9714","3,972",2019-05-30 13:07:34.494
"3,9401","3,9407",2019-05-31 13:10:42.115
"3,8997","3,9003",2019-06-03 13:08:39.876
"3,8704","3,871",2019-06-04 13:24:17.027
"3,8605","3,8611",2019-06-05 13:09:37.223
"3,872","3,8726",2019-06-06 13:03:30.338
"3,8565","3,8571",2019-06-07 13:10:39.673
"3,8784","3,879",2019-06-10 13:08:36.147
"3,8658","3,8664",2019-06-11 13:04:06.604
"3,8431","3,8437",2019-06-12 13:10:41.911
"3,8423","3,8429",2019-06-13 13:04:31.756
"3,8807","3,8813",2019-06-14 13:06:45.43
"3,8889","3,8895",2019-06-17 13:03:37.449
"3,8602","3,8608",2019-06-18 13:02:36.281
"3,8717","3,8723",2019-06-19 13:09:35.962
"3,8249","3,8255",2019-06-21 13:10:36.087
"3,8228","3,8234",2019-06-24 13:10:35.774
"3,8297","3,8303",2019-06-25 13:05:36.866
"3,8435","3,8441",2019-06-26 13:09:31.528
"3,8636","3,8642",2019-06-27 13:09:30.652
"3,8316","3,8322",2019-06-28 13:06:29.684
"3,8187","3,8193",2019-07-01 13:04:34.81
"3,8558","3,8564",2019-07-02 13:02:31.855
"3,8469","3,8475",2019-07-03 13:07:11.013
"3,7934","3,794",2019-07-04 13:06:38.134
"3,8198","3,8204",2019-07-05 13:04:34.465
"3,8059","3,8065",2019-07-08 13:03:35.309
"3,7846","3,7858",2019-07-09 13:03:34.964
"3,7691","3,7697",2019-07-10 13:03:47.446
"3,7527","3,7533",2019-07-11 13:09:09.885
"3,7446","3,7452",2019-07-12 13:02:53.23
"3,7457","3,7463",2019-07-15 13:10:36.121
"3,7618","3,7624",2019-07-16 13:10:30.809
"3,7612","3,7618",2019-07-17 13:09:33.254
"3,7483","3,7489",2019-07-18 13:04:44.397
"3,7402","3,7408",2019-07-19 13:09:34.798
"3,7394","3,74",2019-07-22 13:10:59.268
"3,7615","3,7621",2019-07-23 13:04:46.092
"3,759","3,7596",2019-07-24 13:07:35.66
"3,7843","3,7849",2019-07-25 13:05:19.674
"3,7735","3,7741",2019-07-26 13:05:14.071
"3,7903","3,7909",2019-07-29 13:12:02.255
"3,7894","3,79",2019-07-30 13:07:28.91
"3,7643","3,7649",2019-07-31 13:02:35.129
"3,829","3,8296",2019-08-01 13:07:45.977
"3,8733","3,8739",2019-08-02 13:10:31.723
"3,9398","3,9404",2019-08-05 13:07:35.977
"3,9637","3,9643",2019-08-06 13:08:30.747
"3,9844","3,985",2019-08-07 13:11:33.02
"3,9403","3,9409",2019-08-08 13:08:31.203
"3,9356","3,9362",2019-08-09 13:11:33.67
"3,996","3,9966",2019-08-12 13:09:45.511
"3,973","3,9736",2019-08-13 13:10:36.78
"4,0068","4,0074",2019-08-14 13:03:36.417
"4,0182","4,0188",2019-08-15 13:07:32.659
"3,9927","3,9933",2019-08-16 13:07:37.633
"4,0268","4,0274",2019-08-19 13:09:34.29
"4,0419","4,0425",2019-08-20 13:05:33.452
"4,0248","4,0254",2019-08-21 13:06:56.801
"4,0438","4,0444",2019-08-22 13:07:58.71
"4,0845","4,0851",2019-08-23 13:03:40.234
"4,1361","4,1367",2019-08-26 13:11:38.608
"4,1551","4,1557",2019-08-27 13:06:31.644
"4,1553","4,1559",2019-08-28 13:04:33.577
"4,1674","4,168",2019-08-29 13:09:45.964
"4,1379","4,1385",2019-08-30 13:06:39.228
"4,1575","4,1581",2019-09-02 13:10:40.575
"4,1651","4,1657",2019-09-03 13:05:34.847
"4,1243","4,1249",2019-09-04 13:07:49.653
"4,0853","4,0859",2019-09-05 13:08:45.272
"4,0644","4,065",2019-09-06 13:05:41.348
"4,076","4,0766",2019-09-09 13:10:40.723
"4,1102","4,1108",2019-09-10 13:11:40.259
"4,0625","4,0631",2019-09-11 13:02:33.418
"4,0488","4,0494",2019-09-12 13:08:35.864
"4,061","4,0616",2019-09-13 13:06:36.853
"4,0866","4,0872",2019-09-16 13:04:39.901
"4,0992","4,0998",2019-09-17 13:10:32.842
"4,0966","4,0972",2019-09-18 13:10:47.836
"4,1387","4,1393",2019-09-19 13:08:35.568
"4,1681","4,1687",2019-09-20 13:08:37.472
"4,1728","4,1734",2019-09-23 13:11:42.21
"4,1715","4,1721",2019-09-24 13:07:08.372
"4,1821","4,1827",2019-09-25 13:10:01.22
"4,1463","4,1469",2019-09-26 13:09:34.075
"4,1581","4,1587",2019-09-27 13:08:51.782
"4,1638","4,1644",2019-09-30 13:02:55.944
"4,1734","4,174",2019-10-01 13:08:33.662
"4,154","4,1546",2019-10-02 13:02:48.703
"4,1006","4,1012",2019-10-03 13:11:41.292
"4,0604","4,061",2019-10-04 13:04:35.207
"4,0682","4,0688",2019-10-07 13:10:34.43
"4,0862","4,0868",2019-10-08 13:02:31.686
"4,0948","4,0954",2019-10-09 13:08:35.025
"4,1139","4,1145",2019-10-10 13:09:35.138
"4,1054","4,106",2019-10-11 13:02:39.429
"4,1257","4,1263",2019-10-14 13:03:44.914
"4,1482","4,1488",2019-10-15 13:09:38.123
"4,1708","4,1714",2019-10-16 13:04:01.79
"4,1452","4,1457",2019-10-17 13:08:38.733
"4,137","4,1376",2019-10-18 13:09:37.206
"4,1313","4,1319",2019-10-21 13:09:38.032
"4,0852","4,0858",2019-10-22 13:10:34.471
"4,0715","4,0721",2019-10-23 13:04:41.305
"4,0083","4,0089",2019-10-24 13:03:39.623
"4,0127","4,0133",2019-10-25 13:10:32.932
"3,9786","3,9793",2019-10-28 13:07:35.456
"3,994","3,9946",2019-10-29 13:03:33.12
"4,018","4,0186",2019-10-30 13:03:36.374
"4,0035","4,0041",2019-10-31 13:08:45.496
"3,978","3,9786",2019-11-01 13:08:58.001
"3,9916","3,9922",2019-11-04 13:03:31.543
"4,0037","4,0043",2019-11-05 13:10:31.292
"4,0345","4,0351",2019-11-06 13:05:35.675
"4,0921","4,0927",2019-11-07 13:11:36.723
"4,1359","4,1365",2019-11-08 13:11:39.736
"4,1553","4,1559",2019-11-11 13:02:46.598
"4,175","4,1756",2019-11-12 13:10:33.461
"4,1761","4,1767",2019-11-13 13:04:34.593
"4,1825","4,1831",2019-11-14 13:08:20.36
"4,1821","4,1827",2019-11-18 13:05:34.414
"4,2078","4,2084",2019-11-19 13:07:25.508
"4,2027","4,2037",2019-11-20 13:12:51.976
"4,2006","4,2012",2019-11-21 13:03:40.946
"4,1826","4,1832",2019-11-22 13:10:34.906
"4,2083","4,2089",2019-11-25 13:07:45.424
"4,2553","4,2559",2019-11-26 13:06:35.051
"4,2596","4,2602",2019-11-27 13:09:31.449
"4,2474","4,248",2019-11-28 13:05:40.116
"4,2234","4,224",2019-11-29 13:07:41.629
"4,2255","4,2261",2019-12-02 13:11:22.529
"4,2002","4,2008",2019-12-03 13:10:42.091
"4,192","4,1926",2019-12-04 13:10:28.492
"4,213","4,2136",2019-12-05 13:07:59.411
"4,1777","4,1783",2019-12-06 13:06:00.52
"4,1497","4,1503",2019-12-09 13:07:15.846
"4,1421","4,1427",2019-12-10 13:05:14.56
"4,1147","4,1153",2019-12-11 13:03:13.547
"4,1086","4,1092",2019-12-12 13:10:39.755
"4,0943","4,0949",2019-12-13 13:06:05.033
"4,0795","4,0801",2019-12-16 13:15:08.681
"4,0681","4,0687",2019-12-17 13:12:11.158
"4,0542","4,0548",2019-12-18 13:03:49.714
"4,0627","4,0633",2019-12-19 13:09:56.245
"4,0771","4,0777",2019-12-20 13:04:53.239
"4,0751","4,0757",2019-12-23 13:04:48.847
"4,0793","4,0813",2019-12-24 11:05:13.242
"4,0595","4,0601",2019-12-26 13:10:22.686
"4,0539","4,0545",2019-12-27 13:04:24.523
"4,0301","4,0307",2019-12-30 13:10:15.159
"4,0301","4,0307",2019-12-31 11:22:18.041
"4,0207","4,0213",2020-01-02 13:11:10.762
"4,0516","4,0522",2020-01-03 13:06:22.606
"4,0548","4,0554",2020-01-06 13:03:22.271
"4,0835","4,0841",2020-01-07 13:06:14.601
"4,0666","4,0672",2020-01-08 13:03:56.075
"4,0738","4,0744",2020-01-09 13:03:52.663
"4,0739","4,0745",2020-01-10 13:10:19.927
"4,1303","4,1309",2020-01-13 13:15:38.695
"4,1437","4,1443",2020-01-14 13:02:47.919
"4,1616","4,1622",2020-01-15 13:10:59.957
"4,172","4,1726",2020-01-16 13:04:37.351
"4,1831","4,1837",2020-01-17 13:09:30.096
"4,1823","4,1829",2020-01-20 13:09:02.871
"4,2008","4,2014",2020-01-21 13:27:18.065
"4,1883","4,1889",2020-01-22 13:08:04.695
"4,1656","4,1662",2020-01-23 13:08:34.201
"4,1763","4,1769",2020-01-24 13:05:24.087
"4,219","4,2196",2020-01-27 13:08:38.846
"4,2058","4,2064",2020-01-28 13:06:50.714
"4,2007","4,2013",2020-01-29 13:07:33.896
"4,2517","4,2523",2020-01-30 13:02:39.338
"4,2689","4,2695",2020-01-31 13:10:35.372
"4,2469","4,2475",2020-02-03 13:09:28.141
"4,2375","4,2381",2020-02-04 13:04:20.446
"4,2443","4,2449",2020-02-05 13:11:41.541
"4,2471","4,2477",2020-02-06 13:05:35.389
"4,307","4,3076",2020-02-07 13:10:22.152
"4,3189","4,3195",2020-02-10 13:11:54.282
"4,3142","4,3148",2020-02-11 13:05:32.491
"4,336","4,3366",2020-02-12 13:04:06.668
"4,3383","4,3389",2020-02-13 13:03:19.33
"4,3157","4,3163",2020-02-14 13:08:03.668
"4,3151","4,3157",2020-02-17 13:11:27.747
"4,3465","4,3471",2020-02-18 13:09:26.62
"4,3722","4,3728",2020-02-19 13:08:44.995
"4,3867","4,3873",2020-02-20 13:08:28.652
"4,3918","4,3924",2020-02-21 13:09:36.995
"4,4353","4,4359",2020-02-26 15:42:42.037
"4,4758","4,4764",2020-02-27 13:07:20.618
"4,4981","4,4987",2020-02-28 13:02:27.207
"4,494","4,4946",2020-03-02 13:05:37.087
"4,4877","4,4883",2020-03-03 13:06:38.231
"4,5252","4,5258",2020-03-04 13:05:28.14
"4,6201","4,6207",2020-03-05 13:08:18.942
"4,6453","4,6459",2020-03-06 13:06:46.785
"4,7373","4,7379",2020-03-09 13:03:51.869
"4,6687","4,6693",2020-03-10 13:10:44.443
"4,6732","4,6738",2020-03-11 13:09:36.99
"4,8825","4,8833",2020-03-12 13:04:43.137
"4,7355","4,7362",2020-03-13 13:11:29.534
"4,9464","4,9471",2020-03-16 13:08:35.261
"5,0489","5,0496",2020-03-17 13:05:19.726
"5,1101","5,1107",2020-03-18 13:06:00.426
"5,1437","5,1444",2020-03-19 13:08:32.134
"5,0241","5,0248",2020-03-20 13:03:05.621
"5,0798","5,0805",2020-03-23 13:03:28.802
"5,0707","5,0713",2020-03-24 13:10:59.458
"5,07","5,0706",2020-03-25 13:11:38.026
"5,0004","5,001",2020-03-26 13:05:39.872
"5,1103","5,1109",2020-03-27 13:10:27.606
"5,1588","5,1594",2020-03-30 13:07:22.267
"5,1981","5,1987",2020-03-31 13:12:19.577
"5,2399","5,2404",2020-04-01 13:08:11.547
"5,2645","5,2651",2020-04-02 13:08:04.984
"5,2991","5,2997",2020-04-03 13:09:31.865
"5,2465","5,2471",2020-04-06 13:07:49.742
"5,2211","5,2217",2020-04-07 13:05:36.466
"5,2117","5,2123",2020-04-08 13:05:36.604
"5,0773","5,0779",2020-04-09 13:10:31.66
"5,1818","5,1824",2020-04-13 13:04:46.395
"5,1852","5,1858",2020-04-14 13:07:39.947
"5,2573","5,2579",2020-04-15 13:06:01.889
"5,2371","5,2377",2020-04-16 13:03:37.72
